job_title,education,skills,experience_years,certificates
INFORMATION-TECHNOLOGY,education master of science chemical engineering 11 2005 university of lagos city master of science degree computer science and information technology university of the district of columbia city bachelor of engineering chemical engineering 09 2001 federal university of technology state data communication network course title ample view towards 5g mobile network the paper focused on the future and technology of the 5g network university of the district of columbia state information security course university of the district of columbia state tittle an overview of cloud software as a service saas computing model the paper focused on saas implementation security and its challenges summary career objectives an a omplished chemical engineer and it professional with 10 years of international work ,"['excel', 'r']",10,
INFORMATION-TECHNOLOGY,education certified associate in project management capm expires expected in 2028 2021 master of science information technology management 2019 western governors university city state bachelor of science business administration and management marketing and management international business 2004 university of south carolina columbia state affiliations project management institute pmi 6203883 current member ,"['excel', 'sql', 'r', 'python']",13,certifications certified job title company name timeframe
INFORMATION-TECHNOLOGY,education bs information technology western oregon university information technology technology belford university technology limited energy journeyman state of oregon portland community college ,"['excel', 'sql', 'r']",0,
INFORMATION-TECHNOLOGY,education certified chief information officer cio november 2005 unc chapel hill city state b s industrial technology electronics 1986 north carolina a t state university city state professional affiliations member north carolina local government information systems association nclgisa member southeast association of telecommunications officers and advisors seatoa member public technology inc pti previous board member greensboro municipal credit union chairman technology committee previous board member welfare reform and liaison project wrlp previous president national forum for black public administrators nfbpa triad chapter ,['r'],0,
INFORMATION-TECHNOLOGY,education and training 2018 park university city state united states bachelor of science information and computer science emphasis in network security 2015 comptia certified in security fundamentals security 2014 comptia network fundamentals network 2012 defense cyber investigation training academy city state united states coursework in network exploitation techniques 2011 defense cyber investigations academy city state coursework in network monitoring techniques 2010 defense cyber investigations training academy city state united states certified computer forensics examiner 2009 defense cyber investigations training academy city state united states certified digital media collector,['r'],16,
INFORMATION-TECHNOLOGY,education and training in supporting computer issues systematic it professional proficient in network project and emergency management able to install hardware patch software and configure internal systems complex problem solver with top notch planning and communication strengths resourceful team player and fast learner seeking to leverage background into a database administrator role with a progressive organization ,"['excel', 'r']",0,
INFORMATION-TECHNOLOGY,educational public relations program deployments provide input to project management regarding schedule level of effort project scope manage client communication and expectation setting lead change requests from initiation to delivery interface with the client and multi disciplinary teams within merkle to support the solution delivery process take direction from project management regarding schedule scope and cost tradeoffs assist with the delivery of the system into production by designing and supporting the formal client a eptance process a ording to merkle s defined standards a urately document requirements and a eptance criteria for a merkle marketing solutions perform analysis of new data for inclusion in a marketing database and ad hoc analysis of data in the database to support the requirements process company name it analyst intern 05 2011 to 12 2011 assisted it admin for managing user a ess rights user groups and documentation upload on ms sharepoint analyzed business applications to determine if changes or upgrades are required by business users or processes gathered business requirements and converted them into detailed technical and functional specifications served as a technical liaison between end users application vendors to obtain solutions for application issues using heat ticketing system tested vendor solutions and newly modified systems to ensure they meet client specifications generate customized reports using business intelligence tools to meet user requirements company name it support 05 2010 to 07 2010 used sys aid ticketing software for handling service requests from library staff responsible for troubleshooting and maintenance of hardware and software devices maintained local area network of um libraries and performed ghosting g disking processes education and training ms information management university of maryland ms in information management dec 2011 university of maryland gpa 3 67 4 0 relevant courses database design web enabled databases php information architecture management of information and services project performance measurement system and software requirements b e computer engineering mumbai university b e in computer engineering may 2009 mumbai university first division specialties professional affiliations active member of student council of asian students at university of maryland ,"['mysql', 'r', 'java', 'html', 'sql']",0,
INFORMATION-TECHNOLOGY,education and training answered phones data entry of new enrollments and materials assigned to each reported inventory and distribution of student classroom materials data to cfo on a monthly basis developed complex spreadsheets to analyze qualitative and quantitative data using excel and visual basic published updated student policy catalog responsible for protecting students privacy when records were requested by third parties managed course scheduling for all 25 schools as well as all student records and transcripts reviewed feedback from potential students after first visit to school for quality control purposes maintained records of complaints collaborated on written responses a omplishments saved company over 4 million by strengthening controls on textbook inventory developed system of student records collection and storage electronically on company database through collaboration with programmers created process and form for third parties to request student records in a ordance with ferpa federal education right to privacy act managed the class schedules in all 25 schools using ms excel advanced formulas and visual basic programming information technology coordinator 05 1996 to 05 2001 company name city state responsible for installation and troubleshooting windows 2000 workstations hardware printers peripherals and software managed telecommunications system administration programming and troubleshooting trained brokers and new employees on system and applications processed stock certificates and checks for deposit into respective client a ount answered main phone and directed calls to requested personnel supervised operations staff of two cashiers and one receptionist maintained records for annual audits and sec regulation compliance resolved trade errors committed by brokers balanced error a ounts for all branches earned series of fast track promotions from new a ounts clerk lead cashier operations manager to it coordinator entrusted with maintaining a uracy and credit debit balance of millions of dollars in client a ounts became primary technical troubleshooter and go to person for entire lutherville branch 93 work stations as well as 6 remote satellite offices education certificate of completion microsoft certified systems engineer training computertraining com january 2002 b s business finance january 1991 towson university city state business finance maryland notary public commission expires august 26 2018 microsoft certified systems engineer february 2002 ,"['excel', 'sql', 'r']",0,
INFORMATION-TECHNOLOGY,education comp a course windows 7 course comptia network course comptia security course windows server 2012 class na class certified ethical hacker class comptia network ,['r'],0,certification comptia security certification comptia a certification mcse microsoft certified professional systems engineer 2003 na cisco certified network associate 1988 northern virginia community college virginia commonwealth university gpa dean s lists gpa 3 4 dean s lists gpa 3 4 m a 
INFORMATION-TECHNOLOGY,education indiana university masters computer science indiana university bloomington masters in computer science august 2014 december 2015 current gpa 3 55 jawaharlal nehru technological university bachelor of technology computer science and engineering jawaharlal nehru technological university andhra pradesh india bachelor of technology in computer science and engineering september 2007 may 2011 ,"['java', 'mysql', 'r', 'css', 'javascript', 'html', 'sql']",0,certifications rfa professional affiliations source controls team foundation sever github visual source safe of the team which won the team of the month award for projects such as debts and erfa 
INFORMATION-TECHNOLOGY,education and training 2017 computer career college mcse cna a cna information technology city university of new york cis computer and information systems security information assurance computer and information systems security information assurance 1987 rollins college finance finance 1962 ,"['excel', 'r']",20,certifications mcse mcp cna comptia a a network a security hippa series 7 63 24 microsoft comptia novell sec series 7 63 24 hofstra college business administration business administration certifications technical support advanced 20 years 
INFORMATION-TECHNOLOGY,education mba pepperdine university bs biology computer science loyola marymount university biology computer science numerous classes in project management and virtually all facets of it systems ,"['sql', 'r']",25,
INFORMATION-TECHNOLOGY,educational programs and supported seasoned clinical staff by making field visits member of the performance improvement committee and oversaw compliance department operations information technology manager sep 2008 to may 2011 company name city state revised technology initiatives and developed strategic operations plans to drive business operations provided all technical support for emr allscripts projects developed authored distributed and enhanced processes and improved procedural manuals policies standardized purchasing procurement inventory and network operations championed mission critical operational changes which required new system network and telecommunication system training and employee development recognized developing teams and processes that boosted growth profitability and efficiency revised clinical training collateral delivered classroom instruction and conducted clinical visits to ensure all field staff competencies in emr system marketing director feb 2007 to sep 2008 company name city state led marketing initiatives including service packaging advertising campaigns seminar rollouts agency placements endorsements media activities service reviews and website referrals oversaw communication and 3rd part public relations director of information systems jan 2004 to feb 2007 company name city state implemented the agency s first disaster recovery plan to minimize productivity loss established equipment lifecycles to maximize use of technology throughout the organization created and delivered agency computer security training collateral and instruction to increase end user knowledge and minimize agency risks boosted user satisfaction by doubling bandwidth at 2 remote sites and tripling bandwidth at the corporate site and ensuring usage of voip in future projects reduced maintenance costs improved productivity increased employee security and decreased travel expenses by implementing verizon cell phone plan to replace pagers and included the field force manager that integrated into backend clinical system to do scheduling education master of business administration mba keller graduate school of management city state bachelor of science telecommunications management devry university city state ,"['excel', 'r']",0,certifications cisco certified network associate na ai leadership training itil foundations certification sniffer university sniffer distributed training certified novell administrator cna 5 1 hipaa hitech regulation 
INFORMATION-TECHNOLOGY,education master of science leadership walden university city state 2015 master of science information systems management project management walden university city state 2013 bachelor of science information systems management mechanical engineering walden university city state ,"['excel', 'sql', 'r']",0,certifications excels in planning implementing and evaluating the systems infrastructure and staffing necessary to execute complex initiatives and meet deadlines in dynamic fast paced environments adept at overseeing and participating in the installation configuration maintenance and upgrade of networks hardware servers and peripherals detail oriented and decisive applies communication and leadership 
INFORMATION-TECHNOLOGY,education and training 2013 associate of science psychology eastern kentucky university city state ,"['excel', 'r']",0,
INFORMATION-TECHNOLOGY,education and training 1 1988 curry college city state business management bachelor of arts business management ,"['excel', 'sql', 'r']",0,certifications and certificates microsoft certified professional comp ta a certified microsoft sol 2000 design and administration microsoft a ess i ii iii navision report writer i ii web design software i hardware knowledge operating systems installation support of microsoft windows up to and including windows 8 1 sever systems installation support of microsoft server up to and including server 2012 sco unix microsoft active directory database software installation support of microsoft sql up to and including sql 2012 highly proficient with microsoft a ess and sybase databases erp software omd and installation support of microsoft navision up to and including nav2013 r2 office suites microsoft office 97 2013 email programs microsoft exchange ipswicth imail content management platform webgui and magento familiarity with a wide variety of cisco and fortinet firewalls 3comm netgear hp and cisco routers and switches expert knowledge of a variety of smartphone operating systems including windows mobile blackberry android and ios sprint coral nortel and free pbx voip phone and voice mail systems work 
INFORMATION-TECHNOLOGY,education and ,"['excel', 'sql', 'r']",17,certification b a foreign languages and literatures 1997 vpi su virginia tech city state foreign languages and literatures degree in spanish concentration in management science decision support systems note now known as business information technology certification project management certification 2004 guilford technical comm college city state project management advanced certificate pmp certification project management professional 2012 project management institute city state certification complete and renewed in 2015 skill highlights highly professional and polished pmo manager portfolio manager for all corporate it system implementations portfolio manager for it infrastructure project management new and renovation construction related efforts excellent communication 
INFORMATION-TECHNOLOGY,education course and be the part of the little bud s life ,['r'],5,certification i am doing early childhood 
INFORMATION-TECHNOLOGY,education bachelor of science management utica college city state us utica college utica ny bachelor of science may 2014 major management concentration marketing gpa 3 37 4 00 military ,['r'],0,
INFORMATION-TECHNOLOGY,educational group directed the implementation of a new student information system and customer relations management system for 2 colleges both projects were completed on time and under budget increased core system availability to 99 999 by developing standards and architectural governance and implementing best practices led a su essful implementation and integration of an acquired college into the weston educational group project was completed a month ahead of schedule and under budget reduced the incidence of it issues by 50 globally by using visualization tools such as tableau and domo to identify trends in support tickets which resulted in more training to address root causes operations management managed all technologies at 10 campuses spread from florida to california for weston educational group these technologies were used by students faculty campus administration and corporate office staff and executives i oversaw all day to day operations of the information technology department of weston educational group staff development at weston restructured the team to a smaller more flexible team and used outsourced resources for more specialized functions this resulted in a 60 reduction in payroll expense at american career college and west coast university i mentored and coached employees resulting in no staff turnover and also been recognized as one of the best business analyst team in campus management corporation implemented sites globally at batchmaster software i launched a new consultant group to implement a manufacturing based erp system using the rapid implementation module i devised this increased su essful implementation by 80 and reduced implementation time to 4 weeks at batchmaster software i also implemented a support team in india that provided post implementation support based on new policies and procedures i created customer satisfaction increased by 75 i was voted the employee of the year in 2010 out of over a thousand employees for outstanding contributions and going above and beyond presented at industry conferences every year starting from 2012 on integrated solutions and automations tools to help improve efficiency and data integrity professional ,"['tableau', 'sql', 'r']",3,
INFORMATION-TECHNOLOGY,education master of science computer engineering present university of missouri state gpa gpa 3 7 computer engineering gpa 3 7 bachelor of technology electrical and electronics engineering may 2013 jawaharlal nehru technological university india gpa gpa 3 65 electrical and electronics engineering gpa 3 65 ,"['java', 'mysql', 'excel', 'r', 'css', 'javascript', 'html', 'sql']",2,
INFORMATION-TECHNOLOGY,education applied probabilty and statistics university of maryland survey theory usda graduate school master of science urban regional planning indiana university of pennsylvania bachelor of arts physical geography indiana university of pennsylvania professional development training serena business manager composer serena business manager administrator configuration and release management training unix programming oracle 10g programming oracle jdeveloper java programming object oriented programming intro to unix systems advanced unix learning perl advanced c language programming advanced pl sql programming fundamentals of sas sql processing with sas sas programing table processing with sas output delivery systems utilizing vax vms demand terminal language package references objects and modules ,"['sql', 'java', 'javascript', 'r']",0,
